event_id,event_ts,device_id,site_id,temperature_c,battery_pct,signal_strength,alert_flag,alert_type
EVT_0004983,2024-01-10 13:20:23,DEV_0148,SITE_05,18.4,85.3,-62.8,False,
EVT_0009035,2024-01-09 11:55:21,DEV_0057,SITE_08,27.27,60.1,-48.6,True,temp_high
EVT_0001585,2024-01-08 19:11:17,DEV_0175,SITE_15,32.08,39.0,-74.1,False,
EVT_0002964,2024-01-09 23:40:16,DEV_0091,SITE_10,36.01,47.3,-84.6,False,
EVT_0006177,2024-01-09 18:15:42,DEV_0162,SITE_01,29.3,59.7,-41.1,False,
EVT_0010409,2024-01-13 20:00:35,DEV_0086,SITE_13,38.57,33.0,-56.7,False,
EVT_0005012,2024-01-08 23:06:13,DEV_0035,SITE_15,44.86,43.1,-33.6,False,
EVT_0006992,2024-01-10 14:04:56,DEV_0183,SITE_03,26.25,92.4,-75.4,False,
EVT_0007236,2024-01-10 05:01:36,DEV_0199,SITE_15,26.52,,-53.2,False,
EVT_0005737,2024-01-09 20:04:44,DEV_0081,SITE_07,32.93,23.0,-84.4,True,battery_low
EVT_0000316,2024-01-13 21:06:32,DEV_0190,SITE_01,37.78,54.0,-78.2,False,
EVT_0010462,2024-01-14 16:38:38,DEV_0128,SITE_04,44.92,80.9,-40.5,False,
EVT_0011951,2024-01-13 20:45:34,DEV_0094,SITE_09,35.48,44.2,-57.8,False,
EVT_0006755,2024-01-08 13:43:54,DEV_0054,SITE_07,21.22,98.3,-64.1,True,battery_low
EVT_0010985,2024-01-10 19:14:50,DEV_0035,SITE_15,17.96,55.7,-45.4,False,
EVT_0002291,2024-01-13 21:24:08,DEV_0064,SITE_15,22.47,94.3,-93.0,False,
EVT_0001625,2024-01-11 16:23:05,DEV_0001,SITE_11,28.35,14.2,-54.8,False,
EVT_0005557,2024-01-11 17:03:38,DEV_0053,SITE_04,38.27,55.7,-64.6,False,
EVT_0003525,2024-01-08 16:14:55,DEV_0169,SITE_10,38.13,20.9,-66.5,False,
EVT_0005378,2024-01-08 16:27:47,DEV_0157,SITE_13,40.98,62.7,-58.0,False,
EVT_0011740,2024-01-13 07:29:35,DEV_0011,SITE_10,17.61,38.7,-58.8,False,
EVT_0011129,2024-01-12 20:08:56,DEV_0031,SITE_02,38.2,54.8,-52.5,False,
EVT_0010991,2024-01-10 21:03:28,DEV_0068,SITE_12,39.28,43.2,-80.2,False,
EVT_0001072,2024-01-08 04:59:46,DEV_0053,SITE_04,25.87,15.5,-74.7,False,
EVT_0004354,2024-01-14 17:09:49,DEV_0152,SITE_01,20.32,,-61.6,False,
EVT_0007109,2024-01-08 16:54:24,DEV_0023,SITE_07,43.48,11.0,-63.1,False,
EVT_0010826,2024-01-10 00:41:40,DEV_0054,SITE_07,36.13,83.0,-74.1,False,
EVT_0010130,2024-01-14 14:02:57,DEV_0161,SITE_12,24.09,29.5,-40.9,True,temp_high
EVT_0006052,2024-01-09 17:55:17,DEV_0006,SITE_13,29.0,87.2,-72.8,False,
EVT_0000410,2024-01-08 10:40:35,DEV_0055,SITE_12,31.55,49.8,-74.4,False,
EVT_0004049,2024-01-11 20:03:34,DEV_0009,SITE_01,17.96,42.2,-82.7,False,
EVT_0003681,2024-01-12 17:52:45,DEV_0136,SITE_01,40.24,62.8,-32.4,False,
EVT_0009186,2024-01-08 22:33:49,DEV_0018,SITE_13,21.22,68.6,-69.5,False,
EVT_0000577,2024-01-12 02:39:52,DEV_0080,SITE_11,31.22,69.2,-96.2,True,battery_low
EVT_0007745,2024-01-11 15:38:31,DEV_0153,SITE_04,23.66,30.8,-31.1,False,
EVT_0003709,2024-01-11 16:55:45,DEV_0075,SITE_05,31.81,62.2,-54.9,False,
EVT_0010497,2024-01-10 17:22:42,DEV_0159,SITE_06,35.41,16.7,-94.9,False,
EVT_0000714,2024-01-12 20:34:36,DEV_0194,SITE_01,25.68,98.8,-89.7,False,
EVT_0007780,2024-01-14 01:52:59,DEV_0074,SITE_01,41.18,76.4,-59.5,False,
EVT_0010405,2024-01-14 00:45:08,DEV_0059,SITE_04,34.06,,-49.3,False,
EVT_0001088,2024-01-13 18:55:20,DEV_0098,SITE_04,32.59,19.4,-38.0,False,
EVT_0006023,2024-01-11 12:07:54,DEV_0015,SITE_11,29.68,16.9,-41.4,False,
EVT_0004976,2024-01-14 10:27:10,DEV_0077,SITE_12,42.28,89.5,-78.3,False,
EVT_0002345,2024-01-14 12:14:51,DEV_0188,SITE_06,39.25,60.5,-999.0,True,motion_detected
EVT_0008963,2024-01-09 03:13:11,DEV_0138,SITE_11,23.03,95.2,-45.8,False,
EVT_0001455,2024-01-10 17:41:47,DEV_0037,SITE_03,34.78,31.8,-82.5,False,
EVT_0004744,2024-01-11 22:51:16,DEV_0025,SITE_13,23.77,94.4,0.0,False,
EVT_0008566,2024-01-13 03:14:25,DEV_0123,SITE_08,36.71,79.8,-72.8,False,
EVT_0003060,2024-01-13 04:59:42,DEV_0098,SITE_04,41.89,44.8,-64.0,False,
EVT_0000882,2024-01-12 08:14:30,DEV_0019,SITE_07,15.9,65.0,-74.8,True,offline
EVT_0001711,2024-01-13 11:03:15,DEV_0038,SITE_04,40.96,66.7,-82.9,False,
EVT_0003170,2024-01-14 18:56:56,DEV_0195,SITE_15,34.01,98.9,-38.5,False,
EVT_0010934,2024-01-08 17:22:06,DEV_0092,SITE_09,28.44,44.7,-36.1,False,
EVT_0002392,2024-01-10 23:34:58,DEV_0021,SITE_15,33.29,12.6,-76.4,False,
EVT_0006481,2024-01-12 23:12:42,DEV_0048,SITE_12,20.47,37.8,-75.5,False,
EVT_0011808,2024-01-08 21:11:56,DEV_0074,SITE_01,35.58,57.8,-96.2,True,offline
EVT_0002246,2024-01-12 01:32:16,DEV_0149,SITE_05,20.45,60.7,-98.4,True,battery_low
EVT_0008219,2024-01-11 01:54:46,DEV_0176,SITE_11,36.54,53.6,-57.3,False,
EVT_0003049,2024-01-12 09:09:58,DEV_0167,SITE_07,38.22,61.5,-63.4,True,temp_high
EVT_0005804,2024-01-11 16:04:14,DEV_0109,SITE_12,39.99,49.2,-52.5,False,
EVT_0003273,2024-01-09 21:12:53,DEV_0167,SITE_07,20.18,31.7,-47.8,False,
EVT_0006851,2024-01-08 23:43:55,DEV_0171,SITE_03,22.63,30.7,-88.3,False,
EVT_0008867,2024-01-14 02:02:13,DEV_0080,SITE_11,43.26,28.0,-43.0,False,
EVT_0005897,2024-01-08 19:03:36,DEV_0058,SITE_03,35.9,96.5,-37.4,False,
EVT_0007368,2024-01-10 09:09:41,DEV_0114,SITE_14,19.49,89.4,-74.9,False,
EVT_0001598,2024-01-08 05:38:58,DEV_0121,SITE_06,24.4,19.1,-63.0,False,
EVT_0006878,2024-01-14 13:36:40,DEV_0028,SITE_09,29.96,58.8,-51.4,False,
EVT_0003773,2024-01-12 09:09:02,DEV_0147,SITE_06,28.78,83.4,-31.7,False,
EVT_0003974,2024-01-14 10:34:24,DEV_0077,SITE_12,23.64,39.1,-66.0,False,
EVT_0008804,2024-01-14 01:44:31,DEV_0108,SITE_14,23.61,5.3,-65.7,False,
EVT_0004345,2024-01-14 07:26:49,DEV_0192,SITE_03,35.86,63.5,-32.0,False,
EVT_0011618,2024-01-08 16:40:29,DEV_0168,SITE_08,28.93,61.8,-71.4,False,
EVT_0001181,2024-01-12 06:00:29,DEV_0036,SITE_13,41.36,96.1,-33.2,False,
EVT_0006840,2024-01-14 15:53:22,DEV_0012,SITE_01,20.17,,-64.0,False,
EVT_0001912,2024-01-11 05:09:35,DEV_0027,SITE_14,27.15,,-34.4,False,
EVT_0003496,2024-01-12 16:24:22,DEV_0055,SITE_12,36.53,66.5,-92.7,False,
EVT_0007771,2024-01-14 07:24:22,DEV_0179,SITE_05,30.54,11.6,-49.8,False,
EVT_0002215,2024-01-09 01:17:42,DEV_0161,SITE_12,29.83,,-73.5,False,
EVT_0011337,2024-01-10 15:26:38,DEV_0132,SITE_11,32.59,,-81.2,False,
EVT_0009036,2024-01-14 16:21:02,DEV_0179,SITE_05,16.96,57.8,-79.4,False,
EVT_0007388,2024-01-11 01:04:38,DEV_0087,SITE_07,29.98,27.4,-30.9,False,
EVT_0008912,2024-01-13 12:39:09,DEV_0161,SITE_12,34.08,62.5,-40.0,False,
EVT_0008564,2024-01-12 03:41:27,DEV_0086,SITE_13,30.94,77.3,-64.5,False,
EVT_0011701,2024-01-11 22:36:51,DEV_0096,SITE_02,19.36,17.9,-74.1,False,
EVT_0007421,2024-01-13 11:10:05,DEV_0182,SITE_01,27.12,30.3,-55.0,False,
EVT_0011920,2024-01-14 16:44:36,DEV_0156,SITE_02,35.63,40.4,-65.8,False,
EVT_0005921,2024-01-13 02:36:19,DEV_0051,SITE_14,27.16,48.8,-43.5,False,
EVT_0010768,2024-01-08 14:57:01,DEV_0023,SITE_07,33.48,53.2,-61.6,False,
EVT_0010668,2024-01-14 02:58:57,DEV_0083,SITE_15,32.78,47.6,-44.9,False,
EVT_0011093,2024-01-12 19:59:20,DEV_0141,SITE_01,43.1,43.6,-86.2,False,
EVT_0001692,2024-01-08 06:02:01,DEV_0083,SITE_15,29.97,62.6,-50.8,False,
EVT_0004338,2024-01-10 13:16:19,DEV_0080,SITE_11,30.54,75.6,-98.9,False,
EVT_0000124,2024-01-08 07:45:40,DEV_0186,SITE_02,32.91,97.3,-84.1,False,
EVT_0011661,2024-01-13 23:12:29,DEV_0185,SITE_08,20.45,56.7,-52.2,False,
EVT_0001953,2024-01-09 14:57:00,DEV_0028,SITE_09,20.71,88.5,-56.1,True,temp_high
EVT_0010449,2024-01-10 18:10:06,DEV_0093,SITE_01,36.45,31.7,-33.9,False,
EVT_0005964,2024-01-13 05:37:49,DEV_0040,SITE_04,21.44,62.7,-34.8,True,battery_low
EVT_0003232,2024-01-11 21:25:06,DEV_0017,SITE_15,21.7,33.2,-62.7,False,
EVT_0005101,2024-01-12 11:37:12,DEV_0042,SITE_12,20.16,52.8,0.0,False,
EVT_0006642,2024-01-14 13:38:43,DEV_0074,SITE_01,37.28,46.8,-79.5,False,
EVT_0011889,2024-01-13 20:35:48,DEV_0191,SITE_08,21.3,,-50.3,True,battery_low
EVT_0003820,2024-01-12 05:57:53,DEV_0074,SITE_01,37.54,44.8,-41.5,False,
EVT_0007667,2024-01-08 00:02:44,DEV_0003,SITE_07,15.21,54.5,-67.0,False,
EVT_0006509,2024-01-09 10:23:58,DEV_0096,SITE_02,17.78,97.1,-51.5,True,offline
EVT_0006694,2024-01-14 05:16:43,DEV_0147,SITE_06,42.01,70.7,-82.5,False,
EVT_0011309,2024-01-14 09:13:46,DEV_0112,SITE_15,44.88,58.2,-57.3,False,
EVT_0011367,2024-01-12 00:14:01,DEV_0032,SITE_03,22.39,22.8,-999.0,False,
EVT_0008811,2024-01-10 04:46:39,DEV_0143,SITE_12,38.52,64.3,-51.9,True,temp_high
EVT_0008002,2024-01-09 03:34:59,DEV_0113,SITE_12,23.53,89.9,-93.5,False,
EVT_0011636,2024-01-08 01:42:12,DEV_0105,SITE_08,18.18,23.4,-61.5,False,
EVT_0003188,2024-01-12 16:14:40,DEV_0172,SITE_12,20.88,73.4,-46.1,False,
EVT_0002639,2024-01-13 12:18:46,DEV_0017,SITE_15,19.78,94.9,-54.4,False,
EVT_0001892,2024-01-13 08:56:38,DEV_0113,SITE_12,32.97,,-38.0,False,
EVT_0003781,2024-01-11 07:03:51,DEV_0115,SITE_05,29.95,,-97.2,False,
EVT_0006985,2024-01-14 02:44:57,DEV_0104,SITE_04,23.75,54.5,-88.6,False,
EVT_0000296,2024-01-12 13:21:35,DEV_0044,SITE_11,19.83,98.6,-50.7,True,battery_low
EVT_0005866,2024-01-13 17:27:06,DEV_0050,SITE_08,30.34,38.4,-87.2,False,
EVT_0002406,2024-01-14 03:58:56,DEV_0035,SITE_15,42.33,7.7,-58.4,False,
EVT_0004503,2024-01-08 21:02:37,DEV_0139,SITE_10,30.01,95.8,-64.8,False,
EVT_0005610,2024-01-08 06:18:01,DEV_0188,SITE_06,25.21,75.7,-66.2,False,
EVT_0001786,2024-01-14 00:57:31,DEV_0166,SITE_05,15.04,70.7,-43.0,True,temp_high
EVT_0009372,2024-01-09 13:22:39,DEV_0125,SITE_10,40.45,8.9,-93.8,False,
EVT_0000287,2024-01-09 05:25:38,DEV_0102,SITE_04,25.1,74.6,-55.3,False,
EVT_0010393,2024-01-10 03:19:44,DEV_0071,SITE_03,15.58,54.7,-84.5,False,
EVT_0009439,2024-01-11 07:44:36,DEV_0116,SITE_06,18.95,88.4,-64.1,False,
EVT_0001759,2024-01-13 05:06:02,DEV_0004,SITE_09,17.39,7.0,-47.5,False,
EVT_0004408,2024-01-13 19:50:27,DEV_0072,SITE_06,41.5,27.3,-67.4,False,
EVT_0001285,2024-01-11 22:08:10,DEV_0198,SITE_03,22.85,47.0,-36.1,False,
EVT_0005115,2024-01-13 08:18:49,DEV_0004,SITE_09,30.63,90.2,-76.8,False,
EVT_0005177,2024-01-14 23:23:24,DEV_0174,SITE_04,44.14,21.7,-85.8,False,
EVT_0010304,2024-01-11 20:05:17,DEV_0056,SITE_01,27.8,57.3,-45.6,False,
EVT_0006214,2024-01-14 21:13:05,DEV_0175,SITE_15,19.94,33.6,-63.5,False,
EVT_0006201,2024-01-08 03:33:56,DEV_0015,SITE_11,21.54,64.1,-48.4,False,
EVT_0008224,2024-01-10 14:23:50,DEV_0058,SITE_03,38.13,32.6,-78.8,False,
EVT_0011556,2024-01-08 11:23:11,DEV_0152,SITE_01,17.9,13.0,-82.2,False,
EVT_0002821,2024-01-13 08:43:40,DEV_0017,SITE_15,15.09,12.3,-71.7,True,temp_high
EVT_0009757,2024-01-08 09:56:32,DEV_0053,SITE_04,17.85,86.5,-65.4,True,temp_high
EVT_0000550,2024-01-09 14:19:21,DEV_0031,SITE_02,43.81,,-65.1,True,offline
EVT_0007306,2024-01-10 04:59:42,DEV_0180,SITE_15,30.74,53.1,-75.5,False,
EVT_0002632,2024-01-09 23:18:14,DEV_0136,SITE_01,43.76,53.7,-53.9,False,
EVT_0004383,2024-01-10 23:47:03,DEV_0021,SITE_15,31.27,10.9,-30.2,False,
EVT_0005174,2024-01-11 20:24:29,DEV_0122,SITE_12,20.83,29.7,-62.3,True,offline
EVT_0004194,2024-01-09 07:39:05,DEV_0105,SITE_08,43.9,59.2,-81.1,False,
EVT_0005413,2024-01-14 16:36:35,DEV_0024,SITE_02,23.03,96.5,-39.2,False,
EVT_0005520,2024-01-14 18:42:19,DEV_0040,SITE_04,27.27,27.6,-50.8,False,
EVT_0011379,2024-01-12 13:44:39,DEV_0069,SITE_14,33.74,58.8,-54.5,False,
EVT_0010903,2024-01-13 19:00:06,DEV_0028,SITE_09,27.61,71.0,-97.7,False,
EVT_0011034,2024-01-08 10:14:40,DEV_0110,SITE_14,43.39,12.2,-48.6,False,
EVT_0008425,2024-01-14 16:33:57,DEV_0007,SITE_03,32.05,98.7,-45.8,False,
EVT_0006602,2024-01-12 15:54:45,DEV_0093,SITE_01,27.09,75.0,-61.5,False,
EVT_0004266,2024-01-14 02:32:31,DEV_0028,SITE_09,30.02,29.5,-94.2,False,
EVT_0004065,2024-01-13 06:59:43,DEV_0057,SITE_08,40.15,,-60.0,False,
EVT_0002378,2024-01-12 07:45:44,DEV_0028,SITE_09,27.75,87.6,-48.5,False,
EVT_0008577,2024-01-08 06:22:51,DEV_0143,SITE_12,16.36,8.6,-86.5,False,
EVT_0009737,2024-01-14 18:47:06,DEV_0074,SITE_01,19.88,59.8,-58.3,False,
EVT_0003414,2024-01-08 16:11:42,DEV_0163,SITE_03,27.97,87.1,-78.9,False,
EVT_0006474,2024-01-08 08:19:24,DEV_0018,SITE_13,16.88,83.3,-83.0,True,motion_detected
EVT_0011813,2024-01-14 00:11:18,DEV_0103,SITE_11,29.22,95.5,-83.0,True,motion_detected
EVT_0008662,2024-01-10 10:55:02,DEV_0064,SITE_15,36.53,24.9,-39.7,False,
EVT_0003116,2024-01-14 14:25:22,DEV_0113,SITE_12,21.56,48.6,-40.8,True,offline
EVT_0007554,2024-01-09 17:23:41,DEV_0100,SITE_09,15.52,74.5,-59.6,False,
EVT_0011935,2024-01-10 09:26:13,DEV_0072,SITE_06,30.36,86.1,-61.4,False,
EVT_0009214,2024-01-13 04:57:08,DEV_0112,SITE_15,38.94,55.5,-65.6,False,
EVT_0009849,2024-01-13 14:32:49,DEV_0172,SITE_12,17.41,23.3,-52.4,False,
EVT_0001304,2024-01-09 11:22:57,DEV_0134,SITE_02,19.99,8.7,-88.0,False,
EVT_0005141,2024-01-10 23:40:51,DEV_0169,SITE_10,33.82,52.0,-79.4,False,
EVT_0005810,2024-01-11 10:20:08,DEV_0028,SITE_09,29.97,17.2,-89.9,True,offline
EVT_0003669,2024-01-12 15:09:32,DEV_0111,SITE_11,30.69,47.0,-66.4,False,
EVT_0005427,2024-01-09 21:18:08,DEV_0113,SITE_12,24.85,35.0,-78.3,False,
EVT_0010324,2024-01-14 01:07:39,DEV_0020,SITE_10,15.45,52.5,-41.1,True,motion_detected
EVT_0004394,2024-01-11 20:56:34,DEV_0060,SITE_10,36.69,17.4,-94.6,False,
EVT_0008329,2024-01-11 17:43:42,DEV_0057,SITE_08,40.13,51.3,-95.9,False,
EVT_0009782,2024-01-11 13:16:23,DEV_0039,SITE_11,26.11,35.3,-37.8,False,
EVT_0011264,2024-01-14 01:00:48,DEV_0090,SITE_05,42.92,59.0,-41.8,False,
EVT_0007635,2024-01-13 01:33:01,DEV_0070,SITE_03,16.74,5.0,-60.7,False,
EVT_0008340,2024-01-14 21:34:55,DEV_0062,SITE_06,31.16,78.1,-58.3,False,
EVT_0009859,2024-01-10 22:46:04,DEV_0148,SITE_05,41.06,56.9,-32.6,False,
EVT_0011468,2024-01-13 15:40:26,DEV_0124,SITE_13,32.33,9.8,-60.8,False,
EVT_0003430,2024-01-09 11:19:26,DEV_0128,SITE_04,41.82,21.5,-54.5,False,
EVT_0004510,2024-01-09 02:19:54,DEV_0009,SITE_01,35.92,75.8,-90.1,False,
EVT_0011635,2024-01-13 09:41:16,DEV_0090,SITE_05,29.14,,999.0,False,
EVT_0005567,2024-01-13 15:30:27,DEV_0180,SITE_15,23.1,79.4,-64.0,False,
EVT_0008115,2024-01-08 05:28:28,DEV_0111,SITE_11,16.55,23.9,-97.2,True,offline
EVT_0002770,2024-01-08 14:07:46,DEV_0086,SITE_13,31.22,98.4,-80.5,False,
EVT_0004439,2024-01-08 15:21:36,DEV_0145,SITE_04,19.27,37.2,999.0,False,
EVT_0006962,2024-01-10 08:07:12,DEV_0117,SITE_04,43.6,,-79.7,True,motion_detected
EVT_0000468,2024-01-09 06:16:15,DEV_0022,SITE_12,22.87,89.1,-82.7,False,
EVT_0006562,2024-01-13 13:11:18,DEV_0015,SITE_11,29.95,97.4,-54.7,False,
EVT_0003929,2024-01-10 11:53:08,DEV_0128,SITE_04,33.76,44.3,-59.0,False,
EVT_0003897,2024-01-14 10:34:20,DEV_0188,SITE_06,30.7,10.1,-34.9,True,motion_detected
EVT_0004195,2024-01-13 00:19:12,DEV_0037,SITE_03,38.76,36.3,-46.6,True,offline
EVT_0000107,2024-01-11 07:56:21,DEV_0142,SITE_06,18.76,52.7,-34.1,False,
EVT_0009226,2024-01-09 14:40:46,DEV_0175,SITE_15,44.91,,-35.9,True,offline
EVT_0010776,2024-01-13 04:36:16,DEV_0086,SITE_13,21.95,51.5,-62.8,False,
EVT_0003621,2024-01-13 17:16:13,DEV_0031,SITE_02,15.04,43.0,-92.8,False,
EVT_0005442,2024-01-08 13:17:41,DEV_0033,SITE_15,22.56,9.5,-79.9,False,
EVT_0000412,2024-01-10 00:18:18,DEV_0158,SITE_05,37.72,95.1,-32.3,True,temp_high
EVT_0008774,2024-01-09 14:02:22,DEV_0156,SITE_02,43.29,49.1,-57.7,False,
EVT_0007773,2024-01-10 08:42:20,DEV_0173,SITE_12,26.66,71.9,-59.3,False,
EVT_0010317,2024-01-12 05:01:50,DEV_0193,SITE_11,40.62,49.3,-999.0,False,
EVT_0002472,2024-01-10 03:27:51,DEV_0161,SITE_12,38.59,6.7,-37.5,False,
EVT_0009281,2024-01-09 23:07:43,DEV_0131,SITE_06,24.81,46.8,-79.2,False,
EVT_0008315,2024-01-14 22:32:35,DEV_0067,SITE_06,35.58,63.9,-35.2,True,temp_high
EVT_0004581,2024-01-14 14:33:08,DEV_0140,SITE_07,23.64,26.0,-36.4,False,
EVT_0003071,2024-01-09 08:01:18,DEV_0090,SITE_05,25.63,65.4,-76.0,False,
EVT_0009934,2024-01-08 10:59:25,DEV_0117,SITE_04,39.98,55.3,-80.5,False,
EVT_0008726,2024-01-08 15:07:51,DEV_0108,SITE_14,22.67,13.3,-36.4,False,
EVT_0004672,2024-01-14 06:56:24,DEV_0165,SITE_11,36.62,61.2,999.0,False,
EVT_0005911,2024-01-14 16:46:04,DEV_0114,SITE_14,42.77,70.5,-51.7,False,
EVT_0004598,2024-01-14 00:20:49,DEV_0131,SITE_06,34.82,,-61.0,False,
EVT_0009641,2024-01-12 23:21:38,DEV_0142,SITE_06,30.45,55.4,-32.4,False,
EVT_0003027,2024-01-08 03:44:47,DEV_0052,SITE_02,17.68,55.0,-83.6,True,battery_low
EVT_0001863,2024-01-09 09:56:11,DEV_0025,SITE_13,37.39,94.2,-38.8,False,
EVT_0011518,2024-01-08 08:39:05,DEV_0077,SITE_12,33.12,21.7,-49.8,False,
EVT_0010612,2024-01-11 03:28:55,DEV_0022,SITE_12,44.14,62.5,-34.1,False,
EVT_0011688,2024-01-11 00:34:28,DEV_0014,SITE_14,43.93,98.7,-84.6,False,
EVT_0002361,2024-01-13 19:55:35,DEV_0079,SITE_06,42.02,79.6,-84.4,False,
EVT_0007712,2024-01-11 23:29:56,DEV_0017,SITE_15,39.44,80.5,-56.3,False,
EVT_0004032,2024-01-12 09:23:45,DEV_0105,SITE_08,33.54,71.8,-56.6,True,temp_high
EVT_0007656,2024-01-10 23:06:17,DEV_0162,SITE_01,32.83,81.4,-31.7,False,
EVT_0002407,2024-01-12 14:09:41,DEV_0197,SITE_07,27.3,21.8,-43.5,False,
EVT_0000030,2024-01-14 20:26:41,DEV_0033,SITE_15,21.16,60.7,-83.7,False,
EVT_0009183,2024-01-14 12:47:09,DEV_0049,SITE_09,23.61,21.5,-75.9,False,
EVT_0005383,2024-01-12 11:51:15,DEV_0175,SITE_15,18.27,27.4,-66.2,False,
EVT_0010100,2024-01-09 02:00:51,DEV_0035,SITE_15,36.98,56.2,-56.6,False,
EVT_0000569,2024-01-10 14:57:18,DEV_0078,SITE_10,30.75,8.6,-93.5,False,
EVT_0005350,2024-01-08 07:22:43,DEV_0105,SITE_08,36.1,88.2,-55.2,False,
EVT_0006667,2024-01-14 23:09:27,DEV_0076,SITE_09,37.3,,999.0,True,temp_high
EVT_0001246,2024-01-11 03:27:17,DEV_0183,SITE_03,44.26,9.2,-92.4,True,offline
EVT_0004964,2024-01-10 01:37:52,DEV_0090,SITE_05,25.84,42.6,-69.0,True,temp_high
EVT_0006759,2024-01-08 22:42:18,DEV_0167,SITE_07,29.07,33.9,-50.4,False,
EVT_0001459,2024-01-09 23:09:07,DEV_0061,SITE_10,26.9,37.7,-42.8,True,motion_detected
EVT_0007616,2024-01-13 19:03:09,DEV_0173,SITE_12,42.08,34.3,-73.8,False,
EVT_0001836,2024-01-08 04:56:58,DEV_0091,SITE_10,38.17,86.3,-91.2,False,
EVT_0000317,2024-01-12 21:29:38,DEV_0130,SITE_08,19.07,7.8,-41.7,False,
EVT_0000109,2024-01-08 23:39:27,DEV_0008,SITE_02,16.36,66.9,-70.8,False,
EVT_0007978,2024-01-08 11:31:53,DEV_0093,SITE_01,16.75,81.6,-56.6,False,
EVT_0008532,2024-01-08 22:56:11,DEV_0074,SITE_01,17.06,49.8,0.0,False,
EVT_0002733,2024-01-10 03:01:36,DEV_0195,SITE_15,30.49,33.2,-57.7,False,
EVT_0005678,2024-01-12 20:07:24,DEV_0074,SITE_01,36.53,16.9,-67.4,False,
EVT_0002974,2024-01-08 01:49:15,DEV_0179,SITE_05,23.61,58.9,-90.4,False,
EVT_0009167,2024-01-12 23:13:39,DEV_0189,SITE_07,15.0,31.4,-40.1,False,
EVT_0010135,2024-01-09 03:28:57,DEV_0147,SITE_06,15.99,61.8,-58.0,False,
EVT_0007794,2024-01-14 04:20:00,DEV_0032,SITE_03,19.09,68.7,-47.9,False,
EVT_0011932,2024-01-11 20:48:38,DEV_0182,SITE_01,42.26,80.1,-93.2,True,temp_high
EVT_0007372,2024-01-13 07:26:07,DEV_0187,SITE_05,19.3,22.2,-95.0,True,temp_high
EVT_0006837,2024-01-09 14:19:46,DEV_0161,SITE_12,42.66,19.2,-45.8,True,temp_high
EVT_0004166,2024-01-09 07:08:57,DEV_0161,SITE_12,25.44,36.5,-60.2,False,
EVT_0011508,2024-01-13 04:48:38,DEV_0093,SITE_01,24.86,71.5,-51.6,False,
EVT_0005010,2024-01-09 22:19:01,DEV_0074,SITE_01,30.9,73.4,-56.1,False,
EVT_0008076,2024-01-10 00:57:06,DEV_0113,SITE_12,17.11,18.0,-82.6,False,
EVT_0008966,2024-01-12 17:39:47,DEV_0193,SITE_11,31.5,51.3,-46.2,True,temp_high
EVT_0003026,2024-01-10 20:17:40,DEV_0051,SITE_14,24.61,25.6,-46.6,False,
EVT_0007728,2024-01-14 03:31:05,DEV_0170,SITE_04,34.08,24.4,-30.2,False,
EVT_0005599,2024-01-09 11:31:45,DEV_0049,SITE_09,36.64,73.8,-65.7,False,
EVT_0011069,2024-01-10 07:05:51,DEV_0179,SITE_05,31.65,59.4,-42.1,False,
EVT_0010326,2024-01-11 04:59:16,DEV_0023,SITE_07,19.28,63.7,-68.3,False,
EVT_0011321,2024-01-08 04:55:08,DEV_0158,SITE_05,34.18,86.0,-85.7,False,
EVT_0000974,2024-01-10 19:58:22,DEV_0112,SITE_15,21.71,37.3,-86.8,True,battery_low
EVT_0007493,2024-01-12 12:27:01,DEV_0019,SITE_07,18.81,,-62.8,False,
EVT_0004902,2024-01-13 06:09:55,DEV_0026,SITE_10,37.56,5.9,-999.0,False,
EVT_0007106,2024-01-13 03:26:22,DEV_0041,SITE_09,40.19,94.9,-45.1,False,
EVT_0008300,2024-01-11 23:06:19,DEV_0144,SITE_08,26.76,9.1,-57.1,False,
EVT_0010609,2024-01-13 10:23:04,DEV_0002,SITE_03,37.47,9.6,-92.5,False,
EVT_0010630,2024-01-13 15:37:36,DEV_0175,SITE_15,34.02,8.6,-96.8,False,
EVT_0006115,2024-01-11 05:05:45,DEV_0129,SITE_07,36.99,48.9,-82.8,False,
EVT_0001375,2024-01-13 11:30:30,DEV_0081,SITE_07,35.24,58.7,-46.5,True,temp_high
EVT_0010543,2024-01-13 16:38:37,DEV_0180,SITE_15,41.23,11.5,-43.0,False,
EVT_0003488,2024-01-08 07:23:03,DEV_0028,SITE_09,44.65,49.5,-68.9,False,
EVT_0003209,2024-01-14 02:19:45,DEV_0082,SITE_13,21.45,31.3,-78.2,False,
EVT_0003959,2024-01-14 09:42:23,DEV_0117,SITE_04,21.15,46.9,-64.1,False,
EVT_0009046,2024-01-10 14:40:42,DEV_0035,SITE_15,38.77,17.8,-86.2,False,
EVT_0000011,2024-01-10 22:08:47,DEV_0098,SITE_04,29.93,65.6,-53.3,False,
EVT_0007325,2024-01-12 15:40:04,DEV_0175,SITE_15,25.99,86.6,-44.7,False,
EVT_0008422,2024-01-09 13:01:07,DEV_0178,SITE_08,38.6,14.2,-43.0,False,
EVT_0001427,2024-01-13 09:51:36,DEV_0093,SITE_01,37.42,26.6,-86.1,False,
